Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
3 bedroom house to let Ashale Botwe,ashale botwe,Ashaley Botwe,Accra,3,3,3000 sqm,Ghana cedis,1500,Newmon Creek Limited ,12 Jul  8:25 am,House,3 bedrooms-1 bedroom en suit Tiled inside floors Ceiling is made of polished wood ceiling Fitted bedroom wardrobes in all rooms Built in kitchen cabinet Fitted ceiling fans Air condition in the sitting hall and master bedroom Paved compound with garden areas Security fence wiring Attached garage
4BDR house to Let at East Legon,East Legon A&C;,East Legon,Accra,4,4,1000 sqm,Ghana cedis,9665,Top Class Properties ,12 Jul  8:24 am,House,Executive brand new 4 four bedrooms house with a boys quaters for rent at East Legon Close to America house about three minutes drive from the America house to the house  it's in a walled gated house pavement compound neatly tiled  all rooms are ensuit P.O.P ceiling wardrobes fully air conditions plus ceiling fans in all rooms  very nice and secured environment on a tarred roadside too price is negotiable and is going for $ 1500 dollars equivalent to Ghana cedis  rent advance is just one year or more  Kksolutionlimited is well accredited agency company in Ghana  it's office is located in East Legon   so our terms and conditions which is ghc 50.00 before viewing and a 10 % commission of total amount of rent being paid to the landlord is applied
4 Bedroom Villa to Let at East Legon,East Legon A&C;,East Legon,Accra,4,6,800 sqm,Ghana cedis,10946,Top Class Properties ,12 Jul  8:23 am,House,21st Century is pleased to offer you this spacious 4 Bedroom in East Legon with Privacy and Excellent view: 4 Bedroom Maid Room Study Room 5 Bathrooms Unfurnished BUA: 5 305 sqft. Total area: 10 286 sqft Balcony Security post 4 Car Parking space
Executive House to let at Cantonments,A.U Village  Cantonments near American Embassy,Cantonments,Accra,3,3,450 sqm,Ghana cedis,18000,Avenue Properties ,12 Jul  7:58 am,House,An executive three (3) bedroom townhouse (each room ensuite) with two room outhouse to let at Cantonments near American Embassy. Each room has A/c  internet and Dstv connections  fan and wardrobe. The house has three large living areas  a study  garage and a dining area. The kitchen is partly furnished with cooker  washing machine  etc. The house has quite a spacious compound for car parking and it has also a garden/lawn. The estate has a club house with shared swimming pool and other recreational facilities.  It has uninterrupted water flow with poly tanks for water reservation. The estate has a 24/7 security.  The house is renting for US$ 4 300 per month (Highly negotiable). Details and related properties could be seen on www.avenueghana.com
4BRM HOUSE AT LARTEBIOKOSHIE,,Lartebiokorshie,Accra,4,2,70x100 sqft,Ghana cedis,1500,Divine Marketing Concept ,12 Jul  7:07 am,House,1. 4Brm Self Compound House at LARTEHBIOKOSHIE : APPIAH DANQUAH 2. Has 2 washrooms so 1 master bedroom 3. Fitted kitchen cabinets 4. Burglar proof 5. Terrazzo Floor 6. Spacious compound and garage 7. Garden 8. Agency registration fee before inspection is gh50 9. Agency commission is 10percent of total amount paid to owner
Big 12 Rooms House for Rent Cantonments,East Cantonments,Cantonments,Accra,10+,6,100 sqft,Ghana cedis,19000,First Property Group Alliance ,12 Jul  6:35 am,House,It is a big house at east cantonments. It is very good for commercial or residential purposes. The building is sited on a 2plots land. With large compound that could contain more cars at a go. Long rent period is also welcome.
3 Bedroom for Rent Frafraha Oyarifa,Frafraha Adenta North,Adenta,Accra,3,3,3221 sqft,Ghana cedis,880,Unique Shelter ,12 Jul  6:31 am,House,A neat 3 Bedroom Self Compound for Rent around Frafraha Adenta for rent
2&3 BDR Apart to Let@ Est Airport,,East Legon,Accra,3,4,1000 sqm,Ghana cedis,6784,Top Class Properties ,12 Jul  6:00 am,House,We have very beautiful 2 & 3 BBR at very nice location for just Moderate Price 2 Bedroom  1400 USD 3 Bedroom  1600 USD  Including Services Charges Room Hall Kitchen Store Room Neat and Clean Washroom. Parking Bathroom very Nice and big Close to school and palace Mall Ready to move For viewing and booking Plz contact Topclass Properties
3 beds n boys qtr West Legon,Villa Victoria West Legon,West Legon,Accra,3,3,700 sqm,Ghana cedis,4500,Justice Tawiah Properties ,12 Jul  4:10 am,House,This executive 3 bedrooms self compound house plus 1 boys quarter is located in serene clean  developed and secure neighborhood of West Legon (WestLands) with tarred road and is securely walled with a gate and just 30 seconds drive from main road. It comes with neatly tiled furnished living area  3 spacious bedrooms  1 master and 2 other with bathrooms  furnished fitted kitchen cabinet  nicely tiled compound  full ACs  p.o.p ceiling  quality Italian doors  dstv  automated control garage  reliable water  clean and decent environment  and beautiful painting  Is going  out for rent Furnished or unfurnished and renting for 1500 dollars and 1200 dollars respectively
4 BRM HOUSE TO LET - TEMA COMM. 25,,Tema,Greater Accra,4,4,0 sqm,Ghana cedis,4000,UT Properties ,12 Jul 10:49 am,House,A newly built 4 bedroom house located in the serene environs of the plush Royal Palm Estates. This home features a spacious living and dining area  air conditioners in all rooms with modern fitted wardrobes. KEY FEATURES Large living & dining areas Fitted ac's in all rooms Fitted kitchen with marble top plus an extractor Overhead water tanks Remote control garage Communal living with constant security Paved roads with covered drains
5 BRD FURNISHED TO LET - TEMA COMM. 25,Opposite Aves International  Tema community 25,Tema,Greater Accra,5,5,0 sqm,Ghana cedis,9000,UT Properties ,12 Jul  3:22 am,House,An executive 5 bedroom house situate in Tema Community 25. This home features a spacious living and dining area  a fitted kitchen  en suit rooms  fitted air conditioners and fans. KEY FEATURES 5 en suite rooms with beautiful interior Fully furnished kitchen Spacious living & dining areas Electrical fencing Overhead water tanks Paved compound Solar panel Property close to the road
3 bedrooms house to let Osu,Osu R E,Teshie New Town,Accra,3,3,300 sqm,Ghana cedis,3510,J Complex Limited ,11 Jul 10:53 pm,House,3 bedrooms house to let Osu   Nice and hygienic environment   fitted kitchen with a nice cabinet  fitted wardrobes water Book your viewing today feel free to call j compl­ex limit­ed because we have a lot of simil­ar properties aroun­d. Owner­s and Agent­s  let us rent or sell your properties for you faster
3 bedrooms house to let Osu,Osu R E,Teshie New Town,Accra,3,3,300 sqm,Ghana cedis,3510,J Complex Limited ,11 Jul 10:41 pm,House,3 bedrooms house to let Osu   Nice and hygienic environment   fitted kitchen with a nice cabinet  fitted wardrobes water
4 bedrooms house to let Trade Fair La,Tseado behind the Trade Fair,Teshie New Town,Accra,4,4,300 sqm,Ghana cedis,4388,J Complex Limited ,11 Jul 10:20 pm,House,4 bedrooms house to let Tseado behind the Trade Fair  nice and hygienic environment  acs in all the rooms  fitted kitchen with a nice cabinet  fitted wardrobes water Book your viewing today feel free to call because we have a lot of simil­ar properties aroun­d. Owner­s and Agent­s  let us rent or sell your properties for you faster
3 Bedroom for Rent in Adenta,Frafraha,Adenta,Accra,3,3,321 sqft,Ghana cedis,880,Unique Shelter ,11 Jul 10:13 pm,House,Very neat house  but there is no water  but the Landlord has provided a poly tank for buying water pending the time  the regular water supply would be completed. All agency terms and conditions apply
5 BRD TO LET - BEDIAKO  TEMA COMM 25,,Tema,Greater Accra,5,5,0 sqm,Ghana cedis,2000,UT Properties ,11 Jul  8:36 pm,House,A newly built 5 bedroom house located in the serene environs of Tema Community 25. This home features a spacious living and dining area  a fitted kitchen  en suit rooms coupled with air condition points. KEY FEATURES 5 en suit bedroom Fully furnished kitchen Spacious living and dining area Electrical fencing Overhead water tanks Paved compound Water heaters
5 BRM FURNISHED TO LET  TESANO,,Tesano,Accra,5,3,0 sqm,Ghana cedis,12000,UT Properties ,12 Jul  4:11 pm,House,UT Properties presents this beautiful furnished 5 bedroom house located within the serene environs of Tesano. This home features a spacious living and a bar area  a fitted kitchen  air conditioners in all rooms. Constant man guard secuirty with CCTV. KEY FEATURES Fully furnished kitchen Large living and bar area Electrical fencing Overhead water tanks Paved compound Kids play area Standby genset
4 BRM HOUSE TO LET  GREDA ESTATES,,Teshie-Nungua Estates,Accra,4,2,0 sqm,Ghana cedis,4500,UT Properties , 7 Jul  4:59 pm,House,A 4 bedroom house located within the cozy environment of Greda Estates  Teshie Nungua. It features 2 en suit bedrooms  living and dining area plus a fitted kitcehn KEY FEATURES Spacious living & dining areas Fitted ac's in all rooms Fitted wardrobes Paved compound Well maintained garden with potted plants
5 BRD TO LET - BEDIAKO  TEMA COMM 25,,Tema,Greater Accra,5,5,0 sqm,Ghana cedis,2000,UT Properties ,11 Jul  8:36 pm,House,A newly built 5 bedroom house located in the serene environs of Tema Community 25. This home features a spacious living and dining area  a fitted kitchen  en suit rooms coupled with air condition points. KEY FEATURES 5 en suit bedroom Fully furnished kitchen Spacious living and dining area Electrical fencing Overhead water tanks Paved compound Water heaters
3 BRD FURNISHED  TEMA COMM. 18,,Tema,Greater Accra,3,3,150 sqm,Ghana cedis,5400,UT Properties ,11 Jul  6:06 pm,House,A 3 bedroom fully furnished house located within the cozy environment of Community 18. It features furnished bedrooms  living and dining area and a fully furnished kitchen. KEY FEATURES En-suit rooms Furnished living & dining areas Furnished kitchen Fitted ac's Neatly kept interior landscaping 24/7 security Rent covers utility bills
Fenced private house at Ashongman Estate,,Ashongman Estates,Accra,3,2,100 sqm,Ghana cedis,1200,Karim Ajanako ,12 Jul  1:03 pm,House,Fenced self compound with 24 hrs water supply on a large compound all for your use.
3 Bedroom House in Devtraco Estate Tema,Devrtaco Estate Tema,Tema Metropolitan,Greater Accra,3,2,200 sqft,Ghana cedis,1700,T.T. Ansa Homes ,11 Jul  3:37 pm,House,Executive 3 bedroom house is up for rent in Devtraco estate in Tema  C.25. living area  dinning area  fitted kitchen with cabinets  master bedroom  2 bedrooms shares a toilet and bath  tiled floor  p o p ceiling  paved compound  24 hrs water  tarred road  security  gated community. 1 year
2nd Heritage court.Devtraco,,Tema,Greater Accra,3,2,100x10 sqft,Ghana cedis,2500,Stella Amissah ,11 Jul  3:02 pm,House,A three bedroom house with two bathhouse and two toilet
4bedroom house for rent at Adenta,Adenta sakora number 3,Adenta,Accra,4,4,70 sqft,Ghana cedis,1500,Enabort Ventures Gh ,13 Jul  9:31 am,House,The house is 4bedroom self compound  4washroom walled and gated with spacious compound  and security post  water and electricity available  kitchen  hall with porch
4 bedroom house for rent in Scc barrier.,Scc barrier ( Giciel),McCarthy Hill,Accra,4,3,60 sqm,Ghana cedis,1300,Billion Gates Estates ,12 Jul  2:12 pm,House,4 bedroom self compound located in SCC barrier available for rent. Features of the house includes . 4 bedrooms . large hall . kitchen with cabinet Looking for two or more years rent advance. Property is being rented out by Billion Gates Estate Agency. 1. To view property agency registration fee of GH50 is to be paid. 2. Commission payable to agency is 10% of rent payable before or on day rent is to be paid.
2bedroom house in Sakumono,Sakumono,Spintex,Accra,2,1,150 sqm,Ghana cedis,1000,joejoe ,11 Jul 12:50 pm,House,2 bed room flat available for rent at Tema community 3. It comes with a kitchen  hall  washroom tiled floors  sliding wisdows etc. The size is 150m and the price is per month. Interested persons should contact me on
Four bedrooms self compound@trassacco,trassacco,Trassacco Valley Estates,Accra,4,5,1300 sqm,Ghana cedis,6000,Michael Healing Real Estate ,11 Jul 11:58 am,House,Executive Four bedrooms self contains at east legon trassacco for rent with fitted kitchen cabinet  air condition  24 / 7 water supply  ceiling fans  separate meter  + one room boys quarter for more details contact me thanks
6 bedroom Swimming Pool House East Legon,Adjiringanor  near Islamic University - East Legon,East Legon,Accra,6,6,100x100 sqft,Ghana cedis,15200,Avenue Properties ,12 Jul 11:21 am,House,An executive six bedroom house (all en-suite) with a swimming pool and two bedroom outhouse to let at East Legon near Islamic University  Trasacco area. The house has a large garden with trees. There is a standby generator  double garage and a security post. Each room has an A/C  fan and wardrobe. The house has two large living area  a study  dining and a newly refurbished kitchen. The area has a 24/7 water flow and it is renting for US$ 3 800 per month.
4 bedroom house in Airport Residential,Airport Residential Area,Airport,Accra,4,4,100x60 sqft,Ghana cedis,19900,Avenue Properties ,11 Jul 11:41 am,House,An executive brand new four (4) bedroom townhouse (all en-suite) for rent in Airport Residential Area. It has one room outhouse (en-suite) and a garage. The house has two living areas; wardrobe fan  air condition in each room  curtains on all windows and a partly furnished kitchen. There is 24/7 security and uninterrupted water flow. The area has a swimming pool  a gym  children playing ground and garden. It is renting for US$ 5 000 per month - negotiable
4 Bedroom For Rent At East Legon,East Legon Agirngano,East Legon,Accra,4,5,800 sqm,Ghana cedis,12900,Top Class Properties ,11 Jul 11:40 am,House,Its an executive 4 bedrooms withboy-squatters at east legon  nice location tiled road  tiled floor all the rooms are en-suite with a guest toilet air-condition and wardrobes in all the rooms house fully fenced with a gate security barb wire on the wall tiled compound with a beautiful landscape and more its  going for $2500 dollars Negotiable Kindly Contact Topclass Properties for more information
